employee_id,employee_name,team,role_level,week_start,total_hours_worked,overtime_hours_week,after_hours_min_week,meetings_count_week,tasks_completed_week,pto_days_week,days_worked_week,weekend_work_days,busy_period_share,baseline_hours,baseline_after_hrs,baseline_pto,workload_trend_4w,hours_vs_baseline,after_hrs_vs_baseline,pto_vs_baseline
ENG_0002,Employee_0002,DevOps,Mid,2025-12-22,45.86,5.86,261,10,24,0.0,5,0,0.0,45.57,291.5,0.0,43.58,0.29,-30.5,0.0
ENG_0002,Employee_0002,DevOps,Mid,2025-12-29,45.39,5.39,326,14,27,0.0,5,0,0.0,45.57,291.5,0.0,40.93,-0.18,34.5,0.0
ENG_0002,Employee_0002,DevOps,Mid,2026-01-05,45.42,5.42,276,13,21,0.0,5,0,0.0,45.57,291.5,0.0,41.05,-0.15,-15.5,0.0
ENG_0002,Employee_0002,DevOps,Mid,2026-01-12,46.75,6.75,262,15,24,0.0,5,0,0.0,45.57,291.5,0.0,45.86,1.18,-29.5,0.0
ENG_0002,Employee_0002,DevOps,Mid,2026-01-19,36.2,4.2,237,16,18,1.0,4,0,0.0,45.57,291.5,0.0,43.44,-9.37,-54.5,1.0
ENG_0002,Employee_0002,DevOps,Mid,2026-01-26,44.25,4.25,257,12,24,0.0,5,0,0.0,45.57,291.5,0.0,43.16,-1.32,-34.5,0.0
ENG_0003,Employee_0003,Mobile,Senior,2025-06-30,37.68,5.68,142,10,19,0.0,4,0,0.0,45.980000000000004,176.5,0.0,37.68,-8.3,-34.5,0.0
ENG_0003,Employee_0003,Mobile,Senior,2025-07-07,46.39,6.39,210,20,28,0.0,5,0,0.0,45.980000000000004,176.5,0.0,42.04,0.41,33.5,0.0
ENG_0003,Employee_0003,Mobile,Senior,2025-07-14,45.57,5.57,106,24,30,0.0,5,0,0.0,45.980000000000004,176.5,0.0,43.21,-0.41,-70.5,0.0
ENG_0003,Employee_0003,Mobile,Senior,2025-07-21,45.49,5.49,143,18,28,0.0,5,0,0.0,45.980000000000004,176.5,0.0,43.78,-0.49,-33.5,0.0
ENG_0003,Employee_0003,Mobile,Senior,2025-07-28,56.59,16.59,317,27,30,0.0,5,0,1.0,45.980000000000004,176.5,0.0,48.51,10.61,140.5,0.0
ENG_0003,Employee_0003,Mobile,Senior,2025-08-04,56.8,16.8,279,23,25,0.0,5,0,1.0,45.980000000000004,176.5,0.0,51.11,10.82,102.5,0.0
ENG_0003,Employee_0003,Mobile,Senior,2025-08-11,56.64,16.64,284,19,30,0.0,5,0,1.0,45.980000000000004,176.5,0.0,53.88,10.66,107.5,0.0
ENG_0003,Employee_0003,Mobile,Senior,2025-08-18,44.6,4.6,82,20,23,0.0,5,0,0.0,45.980000000000004,176.5,0.0,53.66,-1.38,-94.5,0.0
ENG_0003,Employee_0003,Mobile,Senior,2025-08-25,57.14,17.14,272,23,33,0.0,5,0,1.0,45.980000000000004,176.5,0.0,53.8,11.16,95.5,0.0
ENG_0003,Employee_0003,Mobile,Senior,2025-09-01,37.7,5.7,99,18,28,1.0,4,0,0.0,45.980000000000004,176.5,0.0,49.02,-8.28,-77.5,1.0
ENG_0003,Employee_0003,Mobile,Senior,2025-09-08,57.129999999999995,17.13,314,17,29,0.0,5,0,1.0,45.980000000000004,176.5,0.0,49.14,11.15,137.5,0.0
ENG_0003,Employee_0003,Mobile,Senior,2025-09-15,48.82,8.82,192,14,26,0.0,5,0,0.0,45.980000000000004,176.5,0.0,50.2,2.84,15.5,0.0
ENG_0003,Employee_0003,Mobile,Senior,2025-09-22,44.68,4.68,93,14,23,0.0,5,0,0.0,45.980000000000004,176.5,0.0,47.08,-1.3,-83.5,0.0
ENG_0003,Employee_0003,Mobile,Senior,2025-09-29,57.96,17.96,304,12,24,0.0,5,0,1.0,45.980000000000004,176.5,0.0,52.15,11.98,127.5,0.0
ENG_0003,Employee_0003,Mobile,Senior,2025-10-06,48.47,8.47,195,21,29,0.0,5,0,0.0,45.980000000000004,176.5,0.0,49.98,2.49,18.5,0.0
ENG_0003,Employee_0003,Mobile,Senior,2025-10-13,46.82,6.82,158,23,27,0.0,5,0,0.0,45.980000000000004,176.5,0.0,49.48,0.84,-18.5,0.0
ENG_0003,Employee_0003,Mobile,Senior,2025-10-20,45.95,5.95,123,20,27,0.0,5,0,0.0,45.980000000000004,176.5,0.0,49.8,-0.03,-53.5,0.0
ENG_0003,Employee_0003,Mobile,Senior,2025-10-27,44.06,4.06,127,19,26,0.0,5,0,0.0,45.980000000000004,176.5,0.0,46.32,-1.92,-49.5,0.0
ENG_0003,Employee_0003,Mobile,Senior,2025-11-03,47.12,7.12,127,18,28,0.0,5,0,0.0,45.980000000000004,176.5,0.0,45.99,1.14,-49.5,0.0
ENG_0003,Employee_0003,Mobile,Senior,2025-11-10,46.35,6.35,124,13,35,0.0,5,0,0.0,45.980000000000004,176.5,0.0,45.87,0.37,-52.5,0.0
ENG_0003,Employee_0003,Mobile,Senior,2025-11-17,45.56,5.56,88,20,17,0.0,5,0,0.0,45.980000000000004,176.5,0.0,45.77,-0.42,-88.5,0.0
ENG_0003,Employee_0003,Mobile,Senior,2025-11-24,47.05,7.05,126,19,21,0.0,5,0,0.0,45.980000000000004,176.5,0.0,46.52,1.07,-50.5,0.0
ENG_0003,Employee_0003,Mobile,Senior,2025-12-01,58.51,18.51,327,29,27,0.0,5,0,1.0,45.980000000000004,176.5,0.0,49.37,12.53,150.5,0.0
ENG_0003,Employee_0003,Mobile,Senior,2025-12-08,45.7,5.7,123,23,21,0.0,5,0,0.0,45.980000000000004,176.5,0.0,49.2,-0.28,-53.5,0.0
ENG_0003,Employee_0003,Mobile,Senior,2025-12-15,59.36,19.36,358,15,32,0.0,5,0,1.0,45.980000000000004,176.5,0.0,52.66,13.38,181.5,0.0
ENG_0003,Employee_0003,Mobile,Senior,2025-12-22,57.06,17.06,301,25,19,0.0,5,0,1.0,45.980000000000004,176.5,0.0,55.16,11.08,124.5,0.0
ENG_0003,Employee_0003,Mobile,Senior,2025-12-29,34.86,2.86,93,8,21,1.0,4,0,0.0,45.980000000000004,176.5,0.0,49.24,-11.12,-83.5,1.0
ENG_0003,Employee_0003,Mobile,Senior,2026-01-05,47.54,7.54,63,17,37,0.0,5,0,0.0,45.980000000000004,176.5,0.0,49.7,1.56,-113.5,0.0
ENG_0003,Employee_0003,Mobile,Senior,2026-01-12,44.129999999999995,4.13,86,15,29,0.0,5,0,0.0,45.980000000000004,176.5,0.0,45.9,-1.85,-90.5,0.0
ENG_0003,Employee_0003,Mobile,Senior,2026-01-19,47.1,7.1,179,22,22,0.0,5,0,0.0,45.980000000000004,176.5,0.0,43.41,1.12,2.5,0.0
ENG_0003,Employee_0003,Mobile,Senior,2026-01-26,48.26,8.26,191,25,29,0.0,5,0,0.0,45.980000000000004,176.5,0.0,46.76,2.28,14.5,0.0
ENG_0004,Employee_0004,QA Automation,Mid,2025-06-30,24.509999999999998,0.87,68,9,14,1.0,3,0,0.0,40.695,84.0,0.0,24.51,-16.19,-16.0,1.0
ENG_0004,Employee_0004,QA Automation,Mid,2025-07-07,52.18,12.18,271,24,27,0.0,5,0,1.0,40.695,84.0,0.0,38.34,11.48,187.0,0.0
ENG_0004,Employee_0004,QA Automation,Mid,2025-07-14,40.91,1.22,121,14,27,0.0,5,0,0.0,40.695,84.0,0.0,39.2,0.21,37.0,0.0
ENG_0004,Employee_0004,QA Automation,Mid,2025-07-21,49.87,9.87,264,20,21,0.0,5,0,1.0,40.695,84.0,0.0,41.87,9.17,180.0,0.0
ENG_0004,Employee_0004,QA Automation,Mid,2025-07-28,39.74,0.11,69,14,32,0.0,5,0,0.0,40.695,84.0,0.0,45.68,-0.95,-15.0,0.0
ENG_0004,Employee_0004,QA Automation,Mid,2025-08-04,37.75,0.05,87,20,21,0.0,5,0,0.0,40.695,84.0,0.0,42.07,-2.94,3.0,0.0
ENG_0004,Employee_0004,QA Automation,Mid,2025-08-11,40.480000000000004,0.65,69,13,26,0.0,5,0,0.0,40.695,84.0,0.0,41.96,-0.21,-15.0,0.0
ENG_0004,Employee_0004,QA Automation,Mid,2025-08-18,41.48,1.81,81,16,22,0.0,5,0,0.0,40.695,84.0,0.0,39.86,0.78,-3.0,0.0
ENG_0004,Employee_0004,QA Automation,Mid,2025-08-25,52.56,12.56,252,20,20,0.0,5,0,1.0,40.695,84.0,0.0,43.07,11.87,168.0,0.0
ENG_0004,Employee_0004,QA Automation,Mid,2025-09-01,33.260000000000005,1.36,100,15,27,1.0,4,0,0.0,40.695,84.0,0.0,41.94,-7.43,16.0,1.0
ENG_0004,Employee_0004,QA Automation,Mid,2025-09-08,40.83,1.04,126,12,18,0.0,5,0,0.0,40.695,84.0,0.0,42.03,0.13,42.0,0.0
ENG_0004,Employee_0004,QA Automation,Mid,2025-09-15,31.95,0.91,107,11,15,1.0,4,0,0.0,40.695,84.0,0.0,39.65,-8.75,23.0,1.0
ENG_0004,Employee_0004,QA Automation,Mid,2025-09-22,50.65,10.65,246,27,21,0.0,5,0,1.0,40.695,84.0,0.0,39.17,9.95,162.0,0.0
ENG_0004,Employee_0004,QA Automation,Mid,2025-09-29,39.61,1.2,125,12,33,0.0,5,0,0.0,40.695,84.0,0.0,40.76,-1.09,41.0,0.0
ENG_0004,Employee_0004,QA Automation,Mid,2025-10-06,50.040000000000006,10.04,207,23,19,0.0,5,0,1.0,40.695,84.0,0.0,43.06,9.35,123.0,0.0
ENG_0004,Employee_0004,QA Automation,Mid,2025-10-13,41.05,1.62,116,10,24,0.0,5,0,0.0,40.695,84.0,0.0,45.34,0.35,32.0,0.0
ENG_0004,Employee_0004,QA Automation,Mid,2025-10-20,40.0,0.21,81,13,26,0.0,5,0,0.0,40.695,84.0,0.0,42.68,-0.7,-3.0,0.0
ENG_0004,Employee_0004,QA Automation,Mid,2025-10-27,49.81,9.81,207,25,28,0.0,5,0,1.0,40.695,84.0,0.0,45.22,9.12,123.0,0.0
ENG_0004,Employee_0004,QA Automation,Mid,2025-11-03,37.33,0.0,84,17,36,0.0,5,0,0.0,40.695,84.0,0.0,42.05,-3.37,0.0,0.0
ENG_0004,Employee_0004,QA Automation,Mid,2025-11-10,48.96,8.96,274,20,19,0.0,5,0,1.0,40.695,84.0,0.0,44.02,8.26,190.0,0.0
ENG_0004,Employee_0004,QA Automation,Mid,2025-11-17,39.57,0.73,93,21,34,0.0,5,0,0.0,40.695,84.0,0.0,43.92,-1.12,9.0,0.0
ENG_0004,Employee_0004,QA Automation,Mid,2025-11-24,41.62,1.87,93,13,26,0.0,5,0,0.0,40.695,84.0,0.0,41.87,0.92,9.0,0.0
ENG_0004,Employee_0004,QA Automation,Mid,2025-12-01,42.629999999999995,3.36,90,12,21,0.0,5,0,0.0,40.695,84.0,0.0,43.19,1.93,6.0,0.0
ENG_0004,Employee_0004,QA Automation,Mid,2025-12-08,50.14,10.14,271,19,24,0.0,5,0,1.0,40.695,84.0,0.0,43.49,9.44,187.0,0.0
ENG_0004,Employee_0004,QA Automation,Mid,2025-12-15,40.04,1.38,79,12,19,0.0,5,0,0.0,40.695,84.0,0.0,43.61,-0.66,-5.0,0.0
ENG_0004,Employee_0004,QA Automation,Mid,2025-12-22,49.91,9.91,272,21,25,0.0,5,0,1.0,40.695,84.0,0.0,45.68,9.21,188.0,0.0
ENG_0004,Employee_0004,QA Automation,Mid,2025-12-29,23.76,1.15,72,14,14,2.0,3,0,0.0,40.695,84.0,0.0,40.96,-16.93,-12.0,2.0
ENG_0004,Employee_0004,QA Automation,Mid,2026-01-05,40.01,0.92,79,27,24,0.0,5,0,0.0,40.695,84.0,0.0,38.43,-0.69,-5.0,0.0
ENG_0004,Employee_0004,QA Automation,Mid,2026-01-12,39.71,1.31,109,23,27,0.0,5,0,0.0,40.695,84.0,0.0,38.35,-0.98,25.0,0.0
ENG_0004,Employee_0004,QA Automation,Mid,2026-01-19,39.63,0.61,79,15,28,0.0,5,0,0.0,40.695,84.0,0.0,35.78,-1.06,-5.0,0.0
ENG_0004,Employee_0004,QA Automation,Mid,2026-01-26,30.71,0.0,72,11,14,1.0,4,0,0.0,40.695,84.0,0.0,37.52,-9.98,-12.0,1.0
ENG_0005,Employee_0005,Platform,Junior,2025-06-30,36.78,4.78,349,5,29,0.0,4,0,1.0,36.525,326.0,0.0,36.78,0.26,23.0,0.0
ENG_0005,Employee_0005,Platform,Junior,2025-07-07,35.15,0.0,303,13,30,0.0,5,0,0.0,36.525,326.0,0.0,35.97,-1.38,-23.0,0.0
ENG_0005,Employee_0005,Platform,Junior,2025-07-14,47.93,7.93,491,8,24,0.0,5,0,1.0,36.525,326.0,0.0,39.95,11.4,165.0,0.0
ENG_0005,Employee_0005,Platform,Junior,2025-07-21,37.28,0.27,297,5,28,0.0,5,0,0.0,36.525,326.0,0.0,39.28,0.76,-29.0,0.0
ENG_0005,Employee_0005,Platform,Junior,2025-07-28,36.269999999999996,0.0,361,6,21,0.0,5,0,0.0,36.525,326.0,0.0,39.16,-0.26,35.0,0.0
ENG_0005,Employee_0005,Platform,Junior,2025-08-04,28.25,0.0,216,9,25,1.0,4,0,0.0,36.525,326.0,0.0,37.43,-8.27,-110.0,1.0
ENG_0005,Employee_0005,Platform,Junior,2025-08-11,44.9,4.9,411,7,28,0.0,5,0,1.0,36.525,326.0,0.0,36.67,8.38,85.0,0.0
ENG_0005,Employee_0005,Platform,Junior,2025-08-18,33.12,3.83,285,11,29,2.0,4,1,1.0,36.525,326.0,0.0,35.64,-3.41,-41.0,2.0
ENG_0005,Employee_0005,Platform,Junior,2025-08-25,22.78,0.0,170,7,16,2.0,3,0,0.0,36.525,326.0,0.0,32.26,-13.74,-156.0,2.0
ENG_0005,Employee_0005,Platform,Junior,2025-09-01,34.91,0.0,289,12,14,0.0,5,0,0.0,36.525,326.0,0.0,33.93,-1.62,-37.0,0.0
ENG_0005,Employee_0005,Platform,Junior,2025-09-08,22.87,0.0,159,10,12,2.0,3,0,0.0,36.525,326.0,0.0,28.42,-13.65,-167.0,2.0
ENG_0005,Employee_0005,Platform,Junior,2025-09-15,35.84,0.0,312,8,28,0.0,5,0,0.0,36.525,326.0,0.0,29.1,-0.68,-14.0,0.0
ENG_0005,Employee_0005,Platform,Junior,2025-09-22,38.36,0.62,292,10,23,0.0,5,0,0.0,36.525,326.0,0.0,33.0,1.84,-34.0,0.0
ENG_0005,Employee_0005,Platform,Junior,2025-09-29,35.8,0.0,336,10,23,0.0,5,0,0.0,36.525,326.0,0.0,33.22,-0.73,10.0,0.0
ENG_0005,Employee_0005,Platform,Junior,2025-10-06,29.42,0.03,253,3,24,1.0,4,0,0.0,36.525,326.0,0.0,34.86,-7.1,-73.0,1.0
ENG_0005,Employee_0005,Platform,Junior,2025-10-13,14.540000000000001,0.1,133,4,12,3.0,2,0,0.0,36.525,326.0,0.0,29.53,-21.98,-193.0,3.0
ENG_0005,Employee_0005,Platform,Junior,2025-10-20,45.86,5.86,478,13,23,0.0,5,0,1.0,36.525,326.0,0.0,31.4,9.34,152.0,0.0
ENG_0005,Employee_0005,Platform,Junior,2025-10-27,45.36,5.36,472,10,24,0.0,5,0,1.0,36.525,326.0,0.0,33.8,8.84,146.0,0.0
ENG_0005,Employee_0005,Platform,Junior,2025-11-03,30.82,0.34,247,11,21,1.0,4,0,0.0,36.525,326.0,0.0,34.14,-5.7,-79.0,1.0
ENG_0005,Employee_0005,Platform,Junior,2025-11-10,50.38,4.59,514,12,25,0.0,6,1,1.0,36.525,326.0,0.0,43.1,13.86,188.0,0.0
ENG_0005,Employee_0005,Platform,Junior,2025-11-17,29.57,0.0,225,10,18,1.0,4,0,0.0,36.525,326.0,0.0,39.03,-6.95,-101.0,1.0
ENG_0005,Employee_0005,Platform,Junior,2025-11-24,29.62,0.22,225,9,20,1.0,4,0,0.0,36.525,326.0,0.0,35.1,-6.9,-101.0,1.0
ENG_0005,Employee_0005,Platform,Junior,2025-12-01,51.83,5.72,442,17,23,0.0,6,1,1.0,36.525,326.0,0.0,40.35,15.3,116.0,0.0
ENG_0005,Employee_0005,Platform,Junior,2025-12-08,37.92,0.12,288,8,29,0.0,5,0,0.0,36.525,326.0,0.0,37.24,1.4,-38.0,0.0
ENG_0005,Employee_0005,Platform,Junior,2025-12-15,37.019999999999996,0.43,320,10,24,0.0,5,0,0.0,36.525,326.0,0.0,39.1,0.49,-6.0,0.0
ENG_0005,Employee_0005,Platform,Junior,2025-12-22,30.09,0.0,196,5,21,1.0,4,0,0.0,36.525,326.0,0.0,39.21,-6.43,-130.0,1.0
ENG_0005,Employee_0005,Platform,Junior,2025-12-29,39.199999999999996,0.54,319,15,27,0.0,5,0,0.0,36.525,326.0,0.0,36.06,2.67,-7.0,0.0
ENG_0005,Employee_0005,Platform,Junior,2026-01-05,29.84,0.16,250,4,17,1.0,4,0,0.0,36.525,326.0,0.0,34.04,-6.68,-76.0,1.0
ENG_0005,Employee_0005,Platform,Junior,2026-01-12,28.44,0.0,215,4,22,1.0,4,0,0.0,36.525,326.0,0.0,31.89,-8.08,-111.0,1.0
ENG_0005,Employee_0005,Platform,Junior,2026-01-19,50.42,3.92,531,17,33,0.0,6,1,1.0,36.525,326.0,0.0,36.97,13.9,205.0,0.0
ENG_0005,Employee_0005,Platform,Junior,2026-01-26,22.44,0.23,164,2,16,2.0,3,0,0.0,36.525,326.0,0.0,32.79,-14.08,-162.0,2.0
ENG_0006,Employee_0006,Security Engineering,Mid,2025-06-30,17.84,1.84,43,12,12,2.0,2,0,0.0,43.125,223.5,0.0,17.84,-25.28,-180.5,2.0
ENG_0006,Employee_0006,Security Engineering,Mid,2025-07-07,36.980000000000004,4.98,153,18,15,1.0,4,0,0.0,43.125,223.5,0.0,27.41,-6.14,-70.5,1.0
ENG_0006,Employee_0006,Security Engineering,Mid,2025-07-14,54.93,14.93,331,16,36,0.0,5,0,1.0,43.125,223.5,0.0,36.58,11.8,107.5,0.0
